15:59:59.022 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:40:16.400 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:40:16.400 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSER' has been set to 'chrome'
18:40:16.400 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOCATIONCONTEXTENABLED' has been set to 'true'
18:40:16.400 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'WEBSTORAGEENABLED' has been set to 'true'
18:40:16.400 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'TAKESSCREENSHOT' has been set to 'true'
18:40:16.400 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'JAVASCRIPTENABLED' has been set to 'true'
18:40:16.401 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PAGELOADINGSTRATEGY' has been set to 'normal'
18:40:16.401 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CSSSELECTORSENABLED' has been set to 'true'
18:40:16.401 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Operating System: MAC OS X
18:40:16.401 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Architecture: x86_64
18:40:16.401 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Browser Selection: CHROME
18:42:34.385 [TestNG] INFO  main - -------------***LAUNCHING GOOGLE CHROME***--------------
18:42:34.441 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'APPLICATIONCACHEENABLED' has been set to 'true'
18:42:34.441 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:42:34.441 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ROTATABLE' has been set to 'false'
18:42:34.441 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOGGINGPREFS' has been set to 'all'
18:42:34.441 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DATABASEENABLED' has been set to 'true'
18:42:34.441 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'HANDLESALERTS' has been set to 'true'
18:42:34.441 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'VERSION' has been set to 'any'
18:42:34.441 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DRIVERTYPE' has been set to 'chromedriver'
18:42:34.441 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PLATFORM' has been set to 'any'
18:42:34.441 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEDRIVEREXECUTABLE' has been set to '/Users/yodaqua/ks-test-automation/project-lib/webdriverfactory/target/test-classes/chromedrivermac64'
18:42:34.441 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSERCONNECTIONENABLED' has been set to 'true'
18:42:34.442 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PROXY' has been set to 'UseSystemSettings'
18:42:34.442 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'NATIVEEVENTS' has been set to 'true'
18:42:34.442 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ELEMENTSCROLLBEHAVIOR' has been set to '0'
18:42:34.442 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:42:34.442 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:42:34.442 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSER' has been set to 'chrome'
18:42:34.442 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOCATIONCONTEXTENABLED' has been set to 'true'
18:42:34.442 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'WEBSTORAGEENABLED' has been set to 'true'
18:42:34.442 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'TAKESSCREENSHOT' has been set to 'true'
18:42:34.442 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'JAVASCRIPTENABLED' has been set to 'true'
18:42:34.442 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PAGELOADINGSTRATEGY' has been set to 'normal'
18:42:34.442 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CSSSELECTORSENABLED' has been set to 'true'
18:42:34.442 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Operating System: MAC OS X
18:42:34.442 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Architecture: x86_64
18:42:34.443 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Browser Selection: CHROME
18:42:35.849 [TestNG] INFO  main - -------------***LAUNCHING GOOGLE CHROME***--------------
18:42:35.851 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'APPLICATIONCACHEENABLED' has been set to 'true'
18:42:35.851 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:42:35.851 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ROTATABLE' has been set to 'false'
18:42:35.851 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOGGINGPREFS' has been set to 'all'
18:42:35.851 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DATABASEENABLED' has been set to 'true'
18:42:35.851 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'HANDLESALERTS' has been set to 'true'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'VERSION' has been set to 'any'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DRIVERTYPE' has been set to 'chromedriver'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PLATFORM' has been set to 'any'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEDRIVEREXECUTABLE' has been set to '/Users/yodaqua/ks-test-automation/project-lib/webdriverfactory/target/test-classes/chromedrivermac64'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSERCONNECTIONENABLED' has been set to 'true'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PROXY' has been set to 'UseSystemSettings'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'NATIVEEVENTS' has been set to 'true'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ELEMENTSCROLLBEHAVIOR' has been set to '0'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSER' has been set to 'chrome'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOCATIONCONTEXTENABLED' has been set to 'true'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'WEBSTORAGEENABLED' has been set to 'true'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'TAKESSCREENSHOT' has been set to 'true'
18:42:35.852 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'JAVASCRIPTENABLED' has been set to 'true'
18:42:35.853 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PAGELOADINGSTRATEGY' has been set to 'normal'
18:42:35.853 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CSSSELECTORSENABLED' has been set to 'true'
18:42:35.853 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Operating System: MAC OS X
18:42:35.853 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Architecture: x86_64
18:42:35.853 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Browser Selection: CHROME
18:46:45.644 [TestNG] INFO  main - -------------***LAUNCHING GOOGLE CHROME***--------------
18:46:45.731 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:46:45.731 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOGGINGPREFS' has been set to 'all'
18:46:45.731 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PLATFORM' has been set to 'any'
18:46:45.732 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEDRIVEREXECUTABLE' has been set to '/Users/yodaqua/ks-test-automation/project-lib/webdriverfactory/target/test-classes/chromedrivermac64'
18:46:45.732 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:46:45.732 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSER' has been set to 'chrome'
18:46:45.732 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'WEBSTORAGEENABLED' has been set to 'true'
18:46:45.732 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'TAKESSCREENSHOT' has been set to 'true'
18:46:45.732 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'JAVASCRIPTENABLED' has been set to 'true'
18:46:45.732 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PAGELOADINGSTRATEGY' has been set to 'normal'
18:46:45.732 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'APPLICATIONCACHEENABLED' has been set to 'true'
18:46:45.732 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ROTATABLE' has been set to 'false'
18:46:45.732 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEPREFERENCES' has been set to '{profile.password_manager_enabled=false}'
18:46:45.732 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DATABASEENABLED' has been set to 'true'
18:46:45.732 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'HANDLESALERTS' has been set to 'true'
18:46:45.732 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'VERSION' has been set to 'any'
18:46:45.733 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DRIVERTYPE' has been set to 'chromedriver'
18:46:45.733 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSERCONNECTIONENABLED' has been set to 'true'
18:46:45.733 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PROXY' has been set to 'UseSystemSettings'
18:46:45.733 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'NATIVEEVENTS' has been set to 'true'
18:46:45.733 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROME.SWITCHES' has been set to '[--no-default-browser-check]'
18:46:45.733 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ELEMENTSCROLLBEHAVIOR' has been set to '0'
18:46:45.733 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:46:45.733 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOCATIONCONTEXTENABLED' has been set to 'true'
18:46:45.734 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEOPTIONS' has been set to 'org.openqa.selenium.chrome.ChromeOptions@4a028714'
18:46:45.734 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CSSSELECTORSENABLED' has been set to 'true'
18:46:45.734 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Operating System: MAC OS X
18:46:45.734 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Architecture: x86_64
18:46:45.734 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Browser Selection: CHROME
18:46:47.302 [TestNG] INFO  main - -------------***LAUNCHING GOOGLE CHROME***--------------
18:46:47.303 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOGGINGPREFS' has been set to 'all'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PLATFORM' has been set to 'any'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEDRIVEREXECUTABLE' has been set to '/Users/yodaqua/ks-test-automation/project-lib/webdriverfactory/target/test-classes/chromedrivermac64'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSER' has been set to 'chrome'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'WEBSTORAGEENABLED' has been set to 'true'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'TAKESSCREENSHOT' has been set to 'true'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'JAVASCRIPTENABLED' has been set to 'true'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PAGELOADINGSTRATEGY' has been set to 'normal'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'APPLICATIONCACHEENABLED' has been set to 'true'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ROTATABLE' has been set to 'false'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEPREFERENCES' has been set to '{profile.password_manager_enabled=false}'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DATABASEENABLED' has been set to 'true'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'HANDLESALERTS' has been set to 'true'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'VERSION' has been set to 'any'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DRIVERTYPE' has been set to 'chromedriver'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSERCONNECTIONENABLED' has been set to 'true'
18:46:47.304 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PROXY' has been set to 'UseSystemSettings'
18:46:47.305 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'NATIVEEVENTS' has been set to 'true'
18:46:47.305 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROME.SWITCHES' has been set to '[--no-default-browser-check]'
18:46:47.305 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ELEMENTSCROLLBEHAVIOR' has been set to '0'
18:46:47.305 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:46:47.305 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOCATIONCONTEXTENABLED' has been set to 'true'
18:46:47.305 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEOPTIONS' has been set to 'org.openqa.selenium.chrome.ChromeOptions@4a028714'
18:46:47.305 [TestNG] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CSSSELECTORSENABLED' has been set to 'true'
18:46:47.305 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Operating System: MAC OS X
18:46:47.305 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Architecture: x86_64
18:46:47.305 [TestNG] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Browser Selection: CHROME
18:47:20.553 [main] INFO  main - -------------***LAUNCHING GOOGLE CHROME***--------------
18:47:20.618 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:47:20.618 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOGGINGPREFS' has been set to 'all'
18:47:20.618 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PLATFORM' has been set to 'any'
18:47:20.619 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEDRIVEREXECUTABLE' has been set to '/Users/yodaqua/ks-test-automation/project-lib/webdriverfactory/target/test-classes/chromedrivermac64'
18:47:20.619 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:47:20.619 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSER' has been set to 'chrome'
18:47:20.619 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'WEBSTORAGEENABLED' has been set to 'true'
18:47:20.619 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'TAKESSCREENSHOT' has been set to 'true'
18:47:20.619 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'JAVASCRIPTENABLED' has been set to 'true'
18:47:20.619 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PAGELOADINGSTRATEGY' has been set to 'normal'
18:47:20.619 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'APPLICATIONCACHEENABLED' has been set to 'true'
18:47:20.619 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ROTATABLE' has been set to 'false'
18:47:20.619 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEPREFERENCES' has been set to '{profile.password_manager_enabled=false}'
18:47:20.619 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DATABASEENABLED' has been set to 'true'
18:47:20.619 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'HANDLESALERTS' has been set to 'true'
18:47:20.619 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'VERSION' has been set to 'any'
18:47:20.620 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DRIVERTYPE' has been set to 'chromedriver'
18:47:20.620 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSERCONNECTIONENABLED' has been set to 'true'
18:47:20.620 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PROXY' has been set to 'UseSystemSettings'
18:47:20.620 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'NATIVEEVENTS' has been set to 'true'
18:47:20.620 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROME.SWITCHES' has been set to '[--no-default-browser-check]'
18:47:20.620 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ELEMENTSCROLLBEHAVIOR' has been set to '0'
18:47:20.620 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:47:20.620 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOCATIONCONTEXTENABLED' has been set to 'true'
18:47:20.620 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEOPTIONS' has been set to 'org.openqa.selenium.chrome.ChromeOptions@4a028714'
18:47:20.621 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CSSSELECTORSENABLED' has been set to 'true'
18:47:20.621 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Operating System: MAC OS X
18:47:20.621 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Architecture: x86_64
18:47:20.621 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Browser Selection: CHROME
18:47:21.945 [main] INFO  main - -------------***LAUNCHING GOOGLE CHROME***--------------
18:47:21.947 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:47:21.947 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOGGINGPREFS' has been set to 'all'
18:47:21.947 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PLATFORM' has been set to 'any'
18:47:21.947 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEDRIVEREXECUTABLE' has been set to '/Users/yodaqua/ks-test-automation/project-lib/webdriverfactory/target/test-classes/chromedrivermac64'
18:47:21.947 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:47:21.947 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSER' has been set to 'chrome'
18:47:21.947 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'WEBSTORAGEENABLED' has been set to 'true'
18:47:21.947 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'TAKESSCREENSHOT' has been set to 'true'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'JAVASCRIPTENABLED' has been set to 'true'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PAGELOADINGSTRATEGY' has been set to 'normal'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'APPLICATIONCACHEENABLED' has been set to 'true'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ROTATABLE' has been set to 'false'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEPREFERENCES' has been set to '{profile.password_manager_enabled=false}'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DATABASEENABLED' has been set to 'true'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'HANDLESALERTS' has been set to 'true'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'VERSION' has been set to 'any'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DRIVERTYPE' has been set to 'chromedriver'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSERCONNECTIONENABLED' has been set to 'true'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PROXY' has been set to 'UseSystemSettings'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'NATIVEEVENTS' has been set to 'true'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROME.SWITCHES' has been set to '[--no-default-browser-check]'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ELEMENTSCROLLBEHAVIOR' has been set to '0'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOCATIONCONTEXTENABLED' has been set to 'true'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEOPTIONS' has been set to 'org.openqa.selenium.chrome.ChromeOptions@4a028714'
18:47:21.948 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CSSSELECTORSENABLED' has been set to 'true'
18:47:21.948 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Operating System: MAC OS X
18:47:21.949 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Architecture: x86_64
18:47:21.949 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Browser Selection: CHROME
